,"sourceEnd","tagValue","TAG_AUTHOR_VALUE","TAG_VERSION","lineTagStart","lineStarted","FormatJavadoc","parseReference","scanner","FORMATTER_COMMENT_PARSER","firstTagPosition","setHeaderLine","htmlLevel","identifierLengthPtr","receiver","TAG_LITERAL_VALUE","NO_TAG_VALUE","TAG_LITERAL","node","problemReporter","size","TAG_INHERITDOC","memberStart","TAG_CODE_VALUE","htmlTag","JAVADOC_IMMUTABLE_TAGS_ID","docComment","textStart","org.emftext.language.java.types.impl.LongImpl@17f6541d","readChar","arraycopy","javadocUnexpectedTag","FormatJavadocReference","c","ch","TAG_RETURN_VALUE","i","started","identifierPositionStack","identifierPtr","createFieldReference","StringBuffer","TAG_PARAM","toString","parseThrows","TAG_DOC_ROOT","org.emftext.language.java.types.impl.CharImpl@5f856ec8","javadocLineStart","pushSeeRef","nodesPtr","lineStart","readTokenAndConsume","dim","JavadocParser","TAG_LINKPLAIN","ref","FormatterCommentParser","javadocTextEnd","TAG_DOC_ROOT_VALUE","TokenNameIdentifier","isWhitespace","parentNode","currentCharacter","htmlTagsPtr","tagSourceEnd","arg2","arg4","JAVADOC_BREAK_TAGS","abort","arg1","arg0","lastNode","TEXT_ON_TAG_LINE","TAG_VALUE_VALUE","getFirstBlock","getCurrentTokenEndPosition","TokenNameGREATER","AST_STACK_INCREMENT","tagId","TerminalTokens","TokenNameGREATER_EQUAL","DefaultCodeFormatter","parseReturn","update","lineEnd","System","CharOperation","addBlock","statement","end","isText","previousStart","toDebugString","sourceParser","JAVADOC_SINGLE_BREAK_TAG_ID","blocks","peekChar","addText","start","length","parse","tagName","getCurrentIdentifierSource","TAG_SERIAL_FIELD","htmlPtr","ptr","getLineNumber","nodes","parseIdentifierTag","TAG_SERIAL_DATA","TAG_SERIAL_FIELD_VALUE","append","TokenNameDIVIDE","ClassFileConstants","hasWhitespaces","commentParse","deprecated","TAG_VERSION_VALUE","TAG_INHERITDOC_VALUE","parseHtmlTags","TAG_EXCEPTION_VALUE","setInlineTagStarted","textEnd","TokenNameLESS","block","text","astPtr","TEXT_PARSE","identifier","currentPosition","index","TokenNameRIGHT_SHIFT_EQUAL","parseParam","JAVADOC_SEPARATOR_TAGS","parseHtmlTag","TAG_LINK_VALUE","FormatJavadocText","separatorsPtr","begin","TAG_VALUE","checkDocComment","isTypeParam","org.emftext.language.java.types.impl.CharImpl@3b20716a","TAG_LINK","TAG_PARAM_VALUE","JAVADOC_SINGLE_BREAK_TAG","TAG_DEPRECATED_VALUE","TAG_CODE","flags","sourceStart","getNextToken","resetTo","out","valid","argNamePos","javadocStart","previousBlock","TAG_DEPRECATED","JAVADOC_BREAK_TAGS_ID","lastHtmlTagIndex","JAVADOC_CLOSED_TAG","tagSourceStart","astStack","TAG_SINCE","TAG_THROWS","inlineHtmlTagsPtr","getHtmlTagIndex","max","TAG_SEE","javadocEnd","JAVADOC_SEPARATOR_TAGS_ID","dimPositions","FIRST","previousPosition","TAG_SEE_VALUE","token","JAVADOC_CODE_TAGS","TAG_OTHERS_VALUE","firstBlock","equals","report","first","htmlTags","JAVADOC_TAGS_ID_MASK","TAG_EXCEPTION","TAG_SERIAL_DATA_VALUE","eofPosition","htmlIndex","TAG_CATEGORY_VALUE","startPosition","second","reference","JDK1_5","TAG_SERIAL_VALUE","identifierLengthStack","JAVADOC_IMMUTABLE_TAGS","tag","buffer","TokenNameRIGHT_SHIFT","endTextPosition","TAG_THROWS_VALUE","inlineTagStart","currentChar","FormatJavadocBlock","createMethodReference","kind","TAG_SERIAL","TAG_RETURN","positions","javadocTextStart","position","inlineTagStarted","firstChar","sourceLevel","createFakeReference","htmlDepth","createTypeReference","TAG_SINCE_VALUE","formatJavadoc","println","INLINED","typeRef","ScannerHelper","TAG_CATEGORY","TAG_AUTHOR","clean","DEBUG","createArgumentReference","JAVADOC_CODE_TAGS_ID","getLastNode","reportProblems","TokenNameLESS_EQUAL","invalidTagName","TAG_LINKPLAIN_VALUE"
"sourceEnd",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"tagValue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAG_AUTHOR_VALUE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAG_VERSION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lineTagStart",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lineStarted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FormatJavadoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"parseReference",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scanner",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FORMATTER_COMMENT_PARSER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
