,MQ,LQ
0,3.22089966109181,2.22753596322194
0.2,7.39466605461962,1.8646912527943
0.4,7.898507856093,1.66084193990024
0.5,8.03441229067363,1.57269628558368
0.6,8.01223747013221,1.5748311170266
0.8,8.02762208551682,1.52901276574767
1,8.05108801261252,1.46791588595897
