,NOC,MoJo,MoJoSim
1,30,187,0.474719101123595
2,33,192,0.460674157303371
3,13,213,0.401685393258427
4,32,193,0.457865168539326
5,31,187,0.474719101123595
6,25,191,0.463483146067416
7,49,177,0.502808988764045
8,15,213,0.401685393258427
9,29,187,0.474719101123595
10,25,196,0.449438202247191
11,24,206,0.421348314606742
12,26,188,0.471910112359551
13,30,186,0.47752808988764
14,24,205,0.424157303370786
15,23,205,0.424157303370786
16,24,206,0.421348314606742
17,40,171,0.519662921348315
18,23,205,0.424157303370786
19,42,169,0.525280898876405
20,42,171,0.519662921348315
21,41,190,0.466292134831461
22,26,210,0.410112359550562
23,24,197,0.446629213483146
24,43,167,0.530898876404494
25,23,208,0.415730337078652
26,23,202,0.432584269662921
27,42,162,0.544943820224719
28,23,209,0.412921348314607
29,13,224,0.370786516853933
30,27,208,0.415730337078652
31,43,163,0.542134831460674
32,11,221,0.379213483146067
33,35,198,0.443820224719101
34,38,181,0.491573033707865
35,42,164,0.539325842696629
36,25,196,0.449438202247191
37,43,170,0.52247191011236
38,24,198,0.443820224719101
39,23,207,0.418539325842697
40,12,217,0.390449438202247
41,24,197,0.446629213483146
42,38,180,0.49438202247191
43,49,179,0.497191011235955
44,38,183,0.485955056179775
45,28,202,0.432584269662921
46,26,209,0.412921348314607
47,36,177,0.502808988764045
48,36,176,0.50561797752809
49,52,193,0.457865168539326
50,52,186,0.47752808988764
51,51,187,0.474719101123595
52,38,180,0.49438202247191
53,42,170,0.52247191011236
54,35,184,0.48314606741573
55,51,180,0.49438202247191
56,51,187,0.474719101123595
57,42,172,0.51685393258427
58,53,192,0.460674157303371
59,42,190,0.466292134831461
60,42,193,0.457865168539326
61,25,195,0.452247191011236
62,12,215,0.396067415730337
63,44,192,0.460674157303371
64,43,189,0.469101123595506
65,43,181,0.491573033707865
66,14,214,0.398876404494382
67,31,187,0.474719101123595
68,23,207,0.418539325842697
69,27,209,0.412921348314607
70,32,188,0.471910112359551
71,24,197,0.446629213483146
72,24,203,0.429775280898876
73,36,177,0.502808988764045
74,12,217,0.390449438202247
75,25,193,0.457865168539326
76,42,183,0.485955056179775
77,24,199,0.441011235955056
78,38,178,0.5
79,51,181,0.491573033707865
80,24,204,0.426966292134832
81,43,192,0.460674157303371
82,13,216,0.393258426966292
83,43,190,0.466292134831461
84,43,193,0.457865168539326
85,31,191,0.463483146067416
86,10,215,0.396067415730337
87,43,187,0.474719101123595
88,36,179,0.497191011235955
89,12,214,0.398876404494382
90,13,212,0.404494382022472
91,13,212,0.404494382022472
