,MQ,LQ
0,3.11293180494256,2.31672174957728
0.2,8.49744910238478,1.87317706797245
0.4,9.03073400625264,1.65295545390923
0.5,9.19997544257082,1.52215256529675
0.6,9.22736695655346,1.48759261791396
0.8,9.23713446041951,1.46907927851818
1,9.23938032330367,1.45894130668406
